x,y,std
845,7595.02,15.44123052
846,7528.286,14.743887
847,7576.735,15.36042887
848,7555.906,17.16994945
849,7557.561,14.76083599
850,7567.234,15.74742023
851,7580.083,15.00140363
852,7579.776,15.33537818
853,7600.497,15.1198542
854,7536.913,15.65181878
855,7601.553,15.23998658
856,7555.915,15.23541187
857,7552.734,14.71853403
858,7537.794,16.60378162
859,7540.676,14.96211964
860,7574.932,15.05109219
861,7555.225,15.43639773
862,7555.664,14.63895843
863,7589.761,15.7341628
864,7541.765,15.36788128
865,7586.706,15.43760227
866,7545.703,15.24377876
867,7549.514,14.57874494
868,7558.68,15.16521019
869,7573.367,15.09676492
870,7559.378,14.82110374
871,7571.317,15.06978802
872,7549.487,14.80357494
873,7573.615,14.67456217
874,7541.209,15.23408412
875,7533.515,15.28573763
876,7550.914,15.49014538
877,7569.309,14.95565174
878,7577.658,15.05320683
879,7573.643,16.34048809
880,7544.805,17.14289868
881,7571.113,15.0212593
882,7527.626,14.81290397
883,7569.415,16.05555278
884,7551.864,15.88847079
885,7578.027,14.94972478
886,7567.664,15.51460937
887,7562.652,15.30316621
888,7563.966,14.94024243
889,7570.883,14.26237396
890,7550.01,15.47397493
891,7565.516,14.90535957
892,7560.296,15.46894903
893,7568.899,14.98908933
894,7536.678,15.26061322
895,7578.987,14.88646469
896,7567.624,15.15561361
897,7586.128,14.8843413
898,7535.231,15.39394813
899,7586.484,14.97450313
900,7555.937,17.05875233
901,7571.373,14.67616677
902,7565.122,17.46302139
903,7578.413,15.36165457
904,7584.645,15.49738607
905,7616.614,15.70028675
906,7544.401,15.49510242
907,7592.019,16.69295178
908,7555.615,14.88525361
909,7572.05,14.71195092
910,7589.345,15.75188798
911,7550.621,15.44653226
912,7584.458,15.58917047
913,7580.42,16.01366916
914,7576.415,15.27687059
915,7607.483,15.59319438
916,7537.45,15.15240905
917,7573.529,15.63192755
918,7563.847,14.8426275
919,7560.524,15.7004912
920,7556.186,15.73465614
921,7570.466,15.99327496
922,7596.269,15.16590383
923,7599.412,15.07429123
924,7567.236,18.01178237
925,7573.606,16.05094278
926,7548.372,14.91373917
927,7561.822,17.69661877
928,7594.212,14.91224517
929,7584.244,14.30539982
930,7594.367,16.08223588
931,7634.771,14.67271478
932,7556.996,15.24670404
933,7607.74,14.36149017
934,7561.8,14.85610985
935,7563.801,15.33927635
936,7567.986,15.33068179
937,7576.691,15.58536233
938,7589.496,15.75271354
939,7586.308,15.36681932
940,7583.372,15.10210634
941,7608.916,14.92048739
942,7561.557,15.15858671
943,7599.593,15.12122188
944,7577.717,14.93910677
945,7559.696,14.82132194
946,7599.376,16.48085629
947,7611.771,16.97482132
948,7573.35,15.54855299
949,7596.742,15.43409978
950,7602.236,15.15236958
951,7607.194,14.76869541
952,7556.469,14.86092322
953,7577.943,15.39427657
954,7605.682,14.78765958
955,7580.613,15.35041468
956,7579.753,19.91100176
957,7598.187,14.93793932
958,7549.802,14.91920896
959,7609.363,15.00557333
960,7563.373,16.44207624
961,7585.036,14.68062342
962,7578.385,15.02660224
963,7594.722,14.94157676
964,7598.923,15.75509667
965,7620.689,15.04161823
966,7586.839,16.00259601
967,7613.801,15.09646975
968,7581.669,15.05069563
969,7586.284,15.12406506
970,7594.994,14.84856774
971,7571.438,15.25759339
972,7600.293,17.15270098
973,7612.516,19.17346458
974,7569.253,14.75360942
975,7617.777,15.02056161
976,7568.104,14.90560915
977,7608.152,14.85990902
978,7563.708,15.70053298
979,7584.481,16.17768954
980,7602.907,16.96909989
981,7592.892,14.66445826
982,7595.984,15.11012058
983,7617.168,15.22043942
984,7568.416,14.39926887
985,7630.579,15.0724835
986,7580.195,14.87894401
987,7593.764,15.62236551
988,7582.057,15.18234998
989,7592.174,14.57098912
990,7596.688,14.48083754
991,7586.253,15.07564231
992,7580.307,14.7194005
993,7601.155,14.8397094
994,7560.423,14.86775272
995,7602.144,15.76113143
996,7564.469,15.22823164
997,7557.608,16.50455501
998,7568.71,15.36925177
999,7569.453,14.97397045
1000,7608.739,16.96440034
1001,7587.393,15.85410202
1002,7548.925,16.42435311
1003,7621.574,15.01008075
1004,7547.395,15.29460608
1005,7561.003,14.47787937
1006,7589.798,15.04164871
1007,7565.555,14.78948867
1008,7581.411,15.50174439
1009,7610.87,15.4907424
1010,7572.548,15.17042175
1011,7600.825,16.73882836
1012,7543.9,14.5860207
1013,7600.13,14.97080826
1014,7577.591,14.98738533
1015,7564.331,14.93644667
1016,7563.636,15.12691323
1017,7586.899,15.0735795
1018,7575.412,15.4531633
1019,7593.041,14.6005931
1020,7572.418,14.80490716
1021,7559.444,15.13284058
1022,7547.777,15.92768882
1023,7562.539,16.07819887
1024,7588.676,15.43460476
1025,7584.471,14.15376837
1026,7563.524,15.64114523
1027,7594.966,15.12385017
1028,7559.728,15.6420592
1029,7577.664,15.97532798
1030,7558.51,15.26636499
1031,7543.614,14.80314169
1032,7557.245,15.29839779
1033,7548.63,15.5337407
1034,7560.06,14.99294501
1035,7598.26,15.24684885
1036,7537.702,15.3747584
1037,7599.377,15.63390134
1038,7535.166,14.50911589
1039,7555.19,16.53740911
1040,7546.577,15.33238634
1041,7520.253,16.76678237
1042,7554.625,15.00181239
1043,7559.176,15.12583961
1044,7545.47,15.31786865
1045,7575.895,15.21163946
1046,7504.2,16.44372221
1047,7559.852,14.84392455
1048,7524.627,15.4248459
1049,7534.384,14.79373327
1050,7558.035,14.94435596
1051,7556.88,15.05621466
1052,7542.804,19.41163527
1053,7574.686,16.16352078
1054,7538.733,14.92841957
1055,7590.704,15.13275864
1056,7536.31,15.73638777
1057,7566.355,15.92523077
1058,7543.216,14.97355482
1059,7567.605,15.48931809
1060,7538.646,15.0830595
1061,7595.826,15.04359412
1062,7562.91,15.1976939
1063,7585.143,15.09531553
1064,7545.889,15.52638654
1065,7582.809,15.37538679
1066,7543.673,15.26558453
1067,7551.6,14.64861768
1068,7574.586,15.37532452
1069,7570.422,15.13723608
