x,y
224,214.5299145
225,214.5054945
226,214.4810745
227,214.4566545
228,214.4322344
229,214.4078144
230,214.3833944
231,214.3589744
232,214.3345543
233,214.3101343
234,214.2857143
235,214.2612943
236,214.2368742
237,214.2124542
238,214.1880342
239,214.1636142
240,214.1391941
241,214.1147741
242,214.0903541
243,214.0659341
244,214.041514
245,214.017094
246,213.992674
247,213.968254
248,213.9438339
249,213.9194139
250,213.8949939
251,213.8705739
252,213.8461538
253,213.8217338
254,213.7973138
255,213.7728938
256,213.7484737
257,213.7240537
258,213.6996337
259,213.6752137
260,213.6507937
261,213.6263736
262,213.6019536
263,213.5775336
264,213.5531136
265,213.5286935
266,213.5042735
267,213.4798535
268,213.4554335
269,213.4310134
270,213.4065934
271,213.3821734
272,213.3577534
273,213.3333333
274,213.3089133
275,213.2844933
276,213.2600733
277,213.2356532
278,213.2112332
279,213.1868132
280,213.1623932
281,213.1379731
282,213.1135531
283,213.0891331
284,213.0647131
285,213.040293
286,213.015873
287,212.991453
288,212.967033
289,212.9426129
290,212.9181929
291,212.8937729
292,212.8693529
293,212.8449328
294,212.8205128
295,212.7960928
296,212.7716728
297,212.7472527
298,212.7228327
299,212.6984127
300,212.6739927
301,212.6495726
302,212.6251526
303,212.6007326
304,212.5763126
305,212.5518926
306,212.5274725
307,212.5030525
308,212.4786325
309,212.4542125
310,212.4297924
311,212.4053724
312,212.3809524
313,212.3565324
314,212.3321123
315,212.3076923
316,212.2832723
317,212.2588523
318,212.2344322
319,212.2100122
320,212.1855922
321,212.1611722
322,212.1367521
323,212.1123321
324,212.0879121
325,212.0634921
326,212.039072
327,212.014652
328,211.990232
329,211.965812
330,211.9413919
331,211.9169719
332,211.8925519
333,211.8681319
334,211.8437118
335,211.8192918
336,211.7948718
337,211.7704518
338,211.7460317
339,211.7216117
340,211.6971917
341,211.6727717
342,211.6483516
343,211.6239316
344,211.5995116
345,211.5750916
346,211.5506716
347,211.5262515
348,211.5018315
349,211.4774115
350,211.4529915
351,211.4285714
352,211.4041514
353,211.3797314
354,211.3553114
355,211.3308913
356,211.3064713
357,211.2820513
358,211.2576313
359,211.2332112
360,211.2087912
361,211.1843712
362,211.1599512
363,211.1355311
364,211.1111111
365,211.0866911
366,211.0622711
367,211.037851
368,211.013431
369,210.989011
370,210.964591
371,210.9401709
372,210.9157509
373,210.8913309
374,210.8669109
375,210.8424908
376,210.8180708
377,210.7936508
378,210.7692308
379,210.7448107
380,210.7203907
381,210.6959707
382,210.6715507
383,210.6471306
384,210.6227106
385,210.5982906
386,210.5738706
387,210.5494505
388,210.5250305
389,210.5006105
390,210.4761905
391,210.4517705
392,210.4273504
393,210.4029304
394,210.3785104
395,210.3540904
396,210.3296703
397,210.3052503
398,210.2808303
399,210.2564103
400,210.2319902
401,210.2075702
402,210.1831502
403,210.1587302
404,210.1343101
405,210.1098901
406,210.0854701
407,210.0610501
408,210.03663
409,210.01221
410,209.98779
411,209.96337
412,209.9389499
413,209.9145299
414,209.8901099
415,209.8656899
416,209.8412698
417,209.8168498
418,209.7924298
419,209.7680098
420,209.7435897
421,209.7191697
422,209.6947497
423,209.6703297
424,209.6459096
425,209.6214896
426,209.5970696
427,209.5726496
428,209.5482295
429,209.5238095
430,209.4993895
431,209.4749695
432,209.4505495
433,209.4261294
434,209.4017094
435,209.3772894
436,209.3528694
437,209.3284493
438,209.3040293
439,209.2796093
440,209.2551893
441,209.2307692
442,209.2063492
443,209.1819292
444,209.1575092
445,209.1330891
446,209.1086691
447,209.0842491
448,209.0598291
449,209.035409
450,209.010989
451,208.986569
452,208.962149
453,208.9377289
454,208.9133089
455,208.8888889
456,208.8644689
457,208.8400488
458,208.8156288
459,208.7912088
460,208.7667888
461,208.7423687
462,208.7179487
463,208.6935287
464,208.6691087
465,208.6446886
466,208.6202686
467,208.5958486
468,208.5714286
469,208.5470085
470,208.5225885
471,208.4981685
472,208.4737485
473,208.4493284
474,208.4249084
475,208.4004884
476,208.3760684
477,208.3516484
478,208.3272283
479,208.3028083
480,208.2783883
481,208.2539683
482,208.2295482
483,208.2051282
484,208.1807082
485,208.1562882
486,208.1318681
487,208.1074481
488,208.0830281
489,208.0586081
490,208.034188
491,208.009768
492,207.985348
493,207.960928
494,207.9365079
495,207.9120879
496,207.8876679
497,207.8632479
498,207.8388278
499,207.8144078
500,207.7899878
501,207.7655678
502,207.7411477
503,207.7167277
504,207.6923077
505,207.6678877
506,207.6434676
507,207.6190476
508,207.5946276
509,207.5702076
510,207.5457875
511,207.5213675
512,207.4969475
513,207.4725275
514,207.4481074
515,207.4236874
516,207.3992674
517,207.3748474
518,207.3504274
519,207.3260073
520,207.3015873
521,207.2771673
522,207.2527473
523,207.2283272
524,207.2039072
525,207.1794872
526,207.1550672
527,207.1306471
528,207.1062271
529,207.0818071
530,207.0573871
531,207.032967
532,207.008547
533,206.984127
534,206.959707
535,206.9352869
536,206.9108669
537,206.8864469
538,206.8620269
539,206.8376068
540,206.8131868
541,206.7887668
542,206.7643468
543,206.7399267
544,206.7155067
545,206.6910867
546,206.6666667
547,206.6422466
548,206.6178266
549,206.5934066
550,206.5689866
551,206.5445665
552,206.5201465
553,206.4957265
554,206.4713065
555,206.4468864
556,206.4224664
557,206.3980464
558,206.3736264
559,206.3492063
560,206.3247863
561,206.3003663
562,206.2759463
563,206.2515263
564,206.2271062
565,206.2026862
566,206.1782662
567,206.1538462
568,206.1294261
569,206.1050061
570,206.0805861
571,206.0561661
572,206.031746
573,206.007326
574,205.982906
575,205.958486
576,205.9340659
577,205.9096459
578,205.8852259
579,205.8608059
580,205.8363858
581,205.8119658
582,205.7875458
583,205.7631258
584,205.7387057
585,205.7142857
586,205.6898657
587,205.6654457
588,205.6410256
589,205.6166056
590,205.5921856
591,205.5677656
592,205.5433455
593,205.5189255
594,205.4945055
595,205.4700855
596,205.4456654
597,205.4212454
598,205.3968254
599,205.3724054
600,205.3479853
601,205.3235653
602,205.2991453
603,205.2747253
604,205.2503053
605,205.2258852
606,205.2014652
607,205.1770452
608,205.1526252
609,205.1282051
610,205.1037851
611,205.0793651
612,205.0549451
613,205.030525
614,205.006105
615,204.981685
616,204.957265
617,204.9328449
618,204.9084249
619,204.8840049
620,204.8595849
621,204.8351648
622,204.8107448
623,204.7863248
624,204.7619048
625,204.7374847
626,204.7130647
627,204.6886447
628,204.6642247
629,204.6398046
630,204.6153846
631,204.5909646
632,204.5665446
633,204.5421245
634,204.5177045
635,204.4932845
636,204.4688645
637,204.4444444
638,204.4200244
639,204.3956044
640,204.3711844
641,204.3467643
642,204.3223443
643,204.2979243
644,204.2735043
645,204.2490842
646,204.2246642
647,204.2002442
648,204.1758242
649,204.1514042
650,204.1269841
651,204.1025641
652,204.0781441
653,204.0537241
654,204.029304
655,204.004884
656,203.980464
657,203.956044
658,203.9316239
659,203.9072039
660,203.8827839
661,203.8583639
662,203.8339438
663,203.8095238
664,203.7851038
665,203.7606838
666,203.7362637
667,203.7118437
668,203.6874237
669,203.6630037
670,203.6385836
671,203.6141636
672,203.5897436
673,203.5653236
674,203.5409035
675,203.5164835
676,203.4920635
677,203.4676435
678,203.4432234
679,203.4188034
680,203.3943834
